Trait	Marker	Chr	Pos	marker_F	p	marker_Rsq	add_F	add_p	dom_F	dom_p	marker_df	marker_MS	error_df	error_MS	model_df	model_MS	minorObs
CotColor	ss715580812	phavu.Chr02	7949304	4.14293	0.04204	0.00288	4.14293	0.04204	NaN	NaN	1	6507.08775	1120	1570.64957	7	71589.46143	99
CotColor	ss715580813	phavu.Chr02	7985538	7.59853	0.00594	0.00526	7.59853	0.00594	NaN	NaN	1	11898.06014	1120	1565.8362	7	72359.60034	71
CotColor	ss715580814	phavu.Chr02	8029741	4.53233	0.03348	0.00315	4.53233	0.03348	NaN	NaN	1	7117.1554	1119	1570.30771	7	71587.36751	75
CotColor	ss715580816	phavu.Chr02	8075001	2.70274	0.10046	0.00188	2.70274	0.10046	NaN	NaN	1	4250.49616	1120	1572.66438	7	71267.0912	3
CotColor	ss715580819	phavu.Chr02	8145490	2.54486	0.07894	0.00354	4.18662	0.04098	0.90346	0.34206	2	3997.27146	1119	1570.72392	8	62826.71064	100
CotColor	ss715580820	phavu.Chr02	8191754	6.82207	0.00912	0.00473	6.82207	0.00912	NaN	NaN	1	10691.69983	1119	1567.22112	7	72123.28954	73
CotColor	ss715580824	phavu.Chr02	8285638	6.96875	0.00841	0.00483	6.96875	0.00841	NaN	NaN	1	10918.01567	1120	1566.71124	7	72219.59399	73
CotColor	ss715580829	phavu.Chr02	8387058	0.20472	0.81491	2.8572E-4	0.27046	0.60313	0.13918	0.70917	2	322.89654	1119	1577.29117	8	61908.11692	100
CotColor	ss715580830	phavu.Chr02	8433079	1.23686	0.29069	0.00174	0.53405	0.46506	1.93923	0.16403	2	1953.53848	1115	1579.42894	8	61242.92074	94
CotColor	ss715580832	phavu.Chr02	8533425	2.94487	0.05302	0.0041	5.56167	0.01853	0.3314	0.56495	2	4603.72947	1113	1563.30596	8	63379.03515	365
CotColor	ss715580834	phavu.Chr02	8588978	0.2811	0.75501	3.9298E-4	0.04093	0.83971	0.52129	0.47044	2	443.70537	1118	1578.45735	8	61677.08703	138
CotColor	ss715580836	phavu.Chr02	8648807	0.72463	0.39481	5.0504E-4	0.72463	0.39481	NaN	NaN	1	1140.58239	1119	1574.02629	7	71006.33892	103
CotColor	ss715580838	phavu.Chr02	8687918	0.92005	0.3988	0.00129	1.14626	0.28456	0.69415	0.40493	2	1449.87841	1114	1575.86803	8	61844.25701	115
CotColor	ss715580839	phavu.Chr02	8720452	7.21492	7.7076E-4	0.01011	13.194	2.9375E-4	1.23305	0.26706	2	11264.7213	1103	1561.30974	8	63314.75544	376
CotColor	ss715580840	phavu.Chr02	8768272	7.89737	3.9282E-4	0.01087	15.72632	7.7843E-5	0.08132	0.77557	2	12287.56789	1119	1555.90659	8	64899.28475	417
CotColor	ss715580842	phavu.Chr02	8797083	9.68673	6.7479E-5	0.01332	16.46681	5.2951E-5	2.87899	0.09002	2	15025.82574	1117	1551.17579	8	65455.78438	419
CotColor	ss715580843	phavu.Chr02	8839942	9.28553	1.0013E-4	0.01277	15.92143	7.0333E-5	2.62643	0.10538	2	14379.98432	1115	1548.64364	8	65597.34904	422
CotColor	ss715580844	phavu.Chr02	8869123	7.64784	5.0248E-4	0.01056	15.00304	1.1357E-4	0.302	0.58274	2	11916.19616	1117	1558.11326	8	64528.25308	417
CotColor	ss715580845	phavu.Chr02	8892601	1.0701	0.34332	0.0015	2.03859	0.15363	0.10325	0.74802	2	1686.87647	1117	1576.36685	8	61962.91427	103
CotColor	ss715580848	phavu.Chr02	8979855	0.0443	0.83333	3.095E-5	0.0443	0.83333	NaN	NaN	1	69.89037	1119	1577.5931	7	70406.48314	99
CotColor	ss715580849	phavu.Chr02	9012496	0.12249	0.72642	8.596E-5	0.12249	0.72642	NaN	NaN	1	192.88679	1112	1574.73684	7	70399.86006	97
CotColor	ss715580850	phavu.Chr02	9062511	0.50327	0.60469	7.0203E-4	0.95195	0.32943	0.05539	0.81399	2	793.37805	1119	1576.45027	8	62025.73729	122
CotColor	ss715580852	phavu.Chr02	9088305	0.05051	0.82221	3.5268E-5	0.05051	0.82221	NaN	NaN	1	79.64828	1119	1576.73954	7	70568.86249	108
CotColor	ss715580856	phavu.Chr02	9193606	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	1121	1575.05317	6	82436.52371	0
CotColor	ss715580857	phavu.Chr02	9219416	0.20578	0.81404	2.8878E-4	0.08223	0.77435	0.32938	0.56614	2	324.99898	1114	1579.34031	8	61427.16267	92
CotColor	ss715580858	phavu.Chr02	9256932	0.17152	0.67884	1.1961E-4	0.17152	0.67884	NaN	NaN	1	270.35504	1120	1576.21808	7	70698.49961	104
CotColor	ss715580860	phavu.Chr02	9284428	0.76437	0.46587	0.00107	0.14197	0.7064	1.38672	0.23921	2	1203.35097	1117	1574.30075	8	62176.08016	105
CotColor	ss715580863	phavu.Chr02	9313902	0.77633	0.37845	5.4086E-4	0.77633	0.37845	NaN	NaN	1	1218.76853	1117	1569.90465	7	71402.77304	97
CotColor	ss715580864	phavu.Chr02	9354998	0.89642	0.34395	6.2651E-4	0.89642	0.34395	NaN	NaN	1	1413.69063	1118	1577.04461	7	70471.45967	94
CotColor	ss715580865	phavu.Chr02	9410680	0.55604	0.57364	7.7683E-4	0.88744	0.34637	0.22525	0.63516	2	877.22931	1118	1577.64388	8	61834.32314	110
CotColor	ss715580867	phavu.Chr02	9489743	0.81142	0.36789	5.6641E-4	0.81142	0.36789	NaN	NaN	1	1279.36113	1119	1576.68996	7	70629.0963	1
CotColor	ss715580868	phavu.Chr02	9532415	0.68902	0.40667	4.827E-4	0.68902	0.40667	NaN	NaN	1	1088.07009	1117	1579.14704	7	70030.62132	94
CotColor	ss715580874	phavu.Chr02	9679501	0.62226	0.43038	4.3516E-4	0.62226	0.43038	NaN	NaN	1	981.83055	1118	1577.85832	7	70315.00857	103
CotColor	ss715580876	phavu.Chr02	9707810	0.22511	0.63526	1.5698E-4	0.22511	0.63526	NaN	NaN	1	354.80818	1120	1576.14268	7	70710.56435	107
CotColor	ss715580877	phavu.Chr02	9736511	0.31541	0.72955	4.4012E-4	0.15822	0.69088	0.47267	0.4919	2	497.39461	1119	1576.97928	8	61951.74143	105
CotColor	ss715580879	phavu.Chr02	9763709	1.11499	0.32828	0.00156	2.02641	0.15486	0.20501	0.65079	2	1758.74478	1117	1577.36267	8	61751.23423	18
CotColor	ss715580882	phavu.Chr02	9822309	0.65722	0.41772	4.5812E-4	0.65722	0.41772	NaN	NaN	1	1035.47328	1120	1575.53494	7	70807.80222	111
CotColor	ss715580886	phavu.Chr02	9893154	0.05199	0.81968	3.6257E-5	0.05199	0.81968	NaN	NaN	1	81.94994	1120	1576.3863	7	70671.5846	99
CotColor	ss715580888	phavu.Chr02	9976662	1.7657	0.18419	0.00123	1.7657	0.18419	NaN	NaN	1	2781.5447	1119	1575.32076	7	70769.34833	113
CotColor	ss715580889	phavu.Chr02	10015821	1.28788	0.27627	0.0018	2.56065	0.10984	0.01736	0.89521	2	2028.81853	1116	1575.32135	8	62007.60776	120
CotColor	ss715578401	phavu.Chr02	10064358	0.11947	0.8874	1.6881E-4	0.04108	0.83943	0.1979	0.65651	2	188.99107	1109	1581.86448	8	60598.77964	104
CotColor	ss715578402	phavu.Chr02	10100934	0.47771	0.62033	6.6877E-4	0.11485	0.73476	0.84059	0.35943	2	754.42528	1117	1579.25337	8	61515.09006	109
CotColor	ss715578404	phavu.Chr02	10123413	0.15951	0.85258	2.2309E-4	0.02961	0.8634	0.28943	0.59069	2	251.84111	1118	1578.7991	8	61584.99167	104
CotColor	ss715578409	phavu.Chr02	10226830	1.59589	0.20319	0.00225	0.24328	0.62194	2.94806	0.08626	2	2522.06417	1108	1580.35181	8	60970.62242	98
CotColor	ss715578410	phavu.Chr02	10286784	0.27495	0.60013	1.9229E-4	0.27495	0.60013	NaN	NaN	1	433.93654	1118	1578.22442	7	70315.72996	109
CotColor	ss715578411	phavu.Chr02	10323008	0.14833	0.70021	1.0344E-4	0.14833	0.70021	NaN	NaN	1	233.80795	1120	1576.25071	7	70693.2786	110
CotColor	ss715578413	phavu.Chr02	10475713	0.00753	0.93089	5.5499E-6	0.00753	0.93089	NaN	NaN	1	12.02553	1077	1598.0384	7	63671.46321	5
CotColor	ss715578417	phavu.Chr02	10565577	0.16877	0.68129	1.1838E-4	0.16877	0.68129	NaN	NaN	1	266.41439	1115	1578.56352	7	70059.94045	108
CotColor	ss715578419	phavu.Chr02	10642573	0.49375	0.61046	6.8876E-4	0.95874	0.32771	0.02959	0.86345	2	778.39034	1119	1576.47706	8	62021.99037	2
CotColor	ss715578420	phavu.Chr02	10689836	0.04148	0.83865	2.901E-5	0.04148	0.83865	NaN	NaN	1	65.45861	1118	1578.04692	7	70305.01351	104
CotColor	ss715578422	phavu.Chr02	10741865	0.07743	0.92549	1.082E-4	0.14082	0.70754	0.01417	0.90526	2	122.18128	1118	1577.91437	8	61787.35583	110
CotColor	ss715578423	phavu.Chr02	10781745	0.1482	0.70034	1.0386E-4	0.1482	0.70034	NaN	NaN	1	233.94364	1116	1578.61676	7	70114.58173	109
CotColor	ss715578424	phavu.Chr02	10813099	6.39123	0.00174	0.00891	12.7622	3.6887E-4	0.0314	0.85938	2	9978.12285	1108	1561.22183	8	63635.47795	175
CotColor	ss715578426	phavu.Chr02	10839867	0.18997	0.82701	2.6562E-4	0.08153	0.77529	0.29847	0.58495	2	299.90944	1118	1578.68127	8	61650.46406	101
CotColor	ss715578427	phavu.Chr02	10895999	1.801	0.17987	0.00129	1.801	0.17987	NaN	NaN	1	2814.45202	1083	1562.71844	7	69768.46927	2
CotColor	ss715578429	phavu.Chr02	10981282	2.91688	0.05451	0.00408	5.31613	0.02131	0.51992	0.47103	2	4593.12419	1115	1574.6682	8	61927.21654	40
CotColor	ss715578432	phavu.Chr02	11088014	2.84406	0.05861	0.00396	4.34346	0.03738	1.34332	0.2467	2	4464.30769	1116	1569.69493	8	62704.3851	114
CotColor	ss715578434	phavu.Chr02	11114270	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	1121	1575.05317	6	82436.52371	0
CotColor	ss715578436	phavu.Chr02	11166516	5.15881	0.00589	0.00717	4.38339	0.03652	5.91494	0.01517	2	8084.36178	1116	1567.09928	8	63140.64261	122
CotColor	ss715578437	phavu.Chr02	11202606	2.1619	0.11559	0.00301	3.87104	0.04937	0.45465	0.50027	2	3398.9602	1117	1572.20854	8	62559.02499	122
CotColor	ss715578438	phavu.Chr02	11279779	2.15391	0.11651	0.00301	1.62976	0.202	2.6756	0.10218	2	3385.91863	1115	1571.98977	8	62484.84966	111
CotColor	ss715578439	phavu.Chr02	11302991	0.60303	0.54733	8.4177E-4	0.94624	0.33089	0.26044	0.60992	2	949.62075	1117	1574.75031	8	62155.76879	111
CotColor	ss715578441	phavu.Chr02	11463541	0.81379	0.3672	5.6718E-4	0.81379	0.3672	NaN	NaN	1	1281.97811	1120	1575.31485	7	70843.01719	1
CotColor	ss715578443	phavu.Chr02	11615072	6.50004	0.00156	0.00905	8.02395	0.0047	4.94765	0.02633	2	10159.08739	1111	1562.92615	8	63456.88887	64
CotColor	ss715578444	phavu.Chr02	11718596	3.74945	0.02383	0.00522	6.71834	0.00967	0.78188	0.37676	2	5883.39341	1117	1569.13378	8	62918.07369	42
CotColor	ss715578446	phavu.Chr02	11872068	2.23867	0.13488	0.00156	2.23867	0.13488	NaN	NaN	1	3521.89984	1119	1573.21116	7	71084.47627	44
CotColor	ss715578448	phavu.Chr02	11941473	3.73973	0.02406	0.0052	1.29473	0.25542	6.17874	0.01307	2	5870.57225	1117	1569.78311	8	62865.41716	102
CotColor	ss715578449	phavu.Chr02	11988400	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	1120	1575.31485	6	82342.41402	0
CotColor	ss715578452	phavu.Chr02	12260888	4.97722	0.00705	0.00692	7.56459	0.00605	2.3805	0.12314	2	7800.16933	1116	1567.17335	8	63179.70257	72
CotColor	ss715578467	phavu.Chr02	12937837	6.04471	0.00245	0.00839	7.82216	0.00525	4.24452	0.03961	2	9452.31616	1115	1563.73443	8	63662.51389	68
CotColor	ss715578471	phavu.Chr02	13099009	0.81163	0.36783	5.6764E-4	0.81163	0.36783	NaN	NaN	1	1280.6442	1118	1577.86757	7	70287.55918	1
CotColor	ss715578479	phavu.Chr02	13365532	0.63663	0.52927	8.8813E-4	0.01959	0.88872	1.25366	0.2631	2	1002.78298	1118	1575.15368	8	62144.68388	112
CotColor	ss715578480	phavu.Chr02	13411319	3.21582	0.04049	0.00449	1.21245	0.27109	5.21461	0.02259	2	5051.68801	1115	1570.88832	8	62613.28306	96
CotColor	ss715578608	phavu.Chr02	14138718	0.81305	0.36741	5.6787E-4	0.81305	0.36741	NaN	NaN	1	1281.20942	1118	1575.80645	7	70630.41165	1
CotColor	ss715578606	phavu.Chr02	14193902	0.84583	0.42948	0.00118	1.48893	0.22264	0.20379	0.65177	2	1335.48595	1116	1578.90728	8	61570.14661	104
CotColor	ss715578604	phavu.Chr02	14237127	0.8119	0.36775	5.6748E-4	0.8119	0.36775	NaN	NaN	1	1278.90312	1117	1575.18998	7	70596.15756	1
CotColor	ss715578596	phavu.Chr02	14460880	0.80233	0.44854	0.00112	1.26213	0.26149	0.34328	0.55806	2	1265.111	1115	1576.79104	8	61843.4769	105
CotColor	ss715578594	phavu.Chr02	14522196	1.91134	0.16709	0.00133	1.91134	0.16709	NaN	NaN	1	3006.85809	1118	1573.1671	7	71117.74453	1
CotColor	ss715578592	phavu.Chr02	14599403	0.81406	0.36712	5.6757E-4	0.81406	0.36712	NaN	NaN	1	1281.58202	1119	1574.31264	7	70908.06369	1
CotColor	ss715578590	phavu.Chr02	14664794	2.08389	0.12493	0.00291	1.58213	0.20872	2.58341	0.10827	2	3279.38042	1115	1573.68201	8	62212.65606	102
CotColor	ss715578586	phavu.Chr02	14901290	0.90525	0.40474	0.00127	0.69985	0.40301	1.11059	0.29218	2	1427.37512	1114	1576.76846	8	61673.65452	92
CotColor	ss715639143	phavu.Chr02	15183989	5.39291	0.00467	0.00746	1.01611	0.31366	9.76175	0.00183	2	8428.06182	1119	1562.80472	8	63934.40824	100
CotColor	ss715578627	phavu.Chr02	16863260	0.80766	0.36901	5.6401E-4	0.80766	0.36901	NaN	NaN	1	1272.13087	1118	1575.07956	7	70651.28638	1
CotColor	ss715578630	phavu.Chr02	16940732	0.44954	0.63803	6.2804E-4	0.46061	0.49748	0.4387	0.50788	2	709.03984	1118	1577.24422	8	61824.82135	1
CotColor	ss715578631	phavu.Chr02	16990519	0.42838	0.65167	5.9764E-4	0.81164	0.36783	0.04581	0.83055	2	675.40879	1119	1576.66112	8	61996.24498	1
CotColor	ss715578637	phavu.Chr02	17214250	0.81163	0.36783	5.6764E-4	0.81163	0.36783	NaN	NaN	1	1280.6442	1118	1577.86757	7	70287.55918	1
CotColor	ss715578644	phavu.Chr02	17436477	1.99072	0.13708	0.00279	3.02731	0.08215	0.95427	0.32885	2	3130.72174	1110	1572.65423	8	61895.66351	17
CotColor	ss715578645	phavu.Chr02	17495414	4.22343	0.01488	0.00587	8.10517	0.00449	0.34642	0.55626	2	6616.9944	1117	1566.73547	8	63257.65956	31
CotColor	ss715578650	phavu.Chr02	17642372	4.84181	0.00806	0.00671	8.77397	0.00312	0.91036	0.34023	2	7580.79922	1118	1565.69468	8	63498.05554	28
CotColor	ss715578652	phavu.Chr02	17744551	1.88494	0.17005	0.00131	1.88494	0.17005	NaN	NaN	1	2965.53257	1119	1573.27709	7	71115.06564	2
CotColor	ss715578657	phavu.Chr02	17900123	4.3351	0.01332	0.00605	8.30841	0.00402	0.36651	0.54503	2	6811.78783	1115	1571.30862	8	62555.16519	30
CotColor	ss715578667	phavu.Chr02	18443259	15.95497	1.4722E-7	0.02169	31.65294	2.3286E-8	0.27746	0.59847	2	24472.80744	1117	1533.86725	8	67946.36104	292
CotColor	ss715578670	phavu.Chr02	18701052	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	1121	1575.05317	6	82436.52371	0
CotColor	ss715578680	phavu.Chr02	19000262	15.25077	2.9202E-7	0.02075	30.16671	4.905E-8	0.35229	0.55294	2	23423.04326	1118	1535.85976	8	67611.52137	288
CotColor	ss715578681	phavu.Chr02	19044380	16.18241	1.1804E-7	0.022	32.23034	1.7446E-8	0.15876	0.69038	2	24807.04787	1116	1532.9633	8	68043.7089	291
CotColor	ss715578686	phavu.Chr02	19301492	0.81379	0.3672	5.6718E-4	0.81379	0.3672	NaN	NaN	1	1281.97811	1120	1575.31485	7	70843.01719	1
CotColor	ss715578691	phavu.Chr02	19626913	4.79416	0.00845	0.00664	8.7502	0.00316	0.83937	0.35977	2	7500.28294	1119	1564.46295	8	63702.46352	27
CotColor	ss715578693	phavu.Chr02	19710863	0.04366	0.83452	3.0481E-5	0.04366	0.83452	NaN	NaN	1	68.83947	1119	1576.66112	7	70589.04623	1
CotColor	ss715578695	phavu.Chr02	19775307	3.86022	0.02135	0.00543	5.94871	0.01488	1.76761	0.18395	2	6085.78097	1110	1576.53805	8	61359.92504	14
CotColor	ss715578699	phavu.Chr02	19997024	0.21422	0.80721	2.9897E-4	0.17963	0.67177	0.24892	0.61793	2	337.87502	1119	1577.26439	8	61911.86154	2
CotColor	ss715578702	phavu.Chr02	20305604	3.20995	0.04073	0.00449	6.3569	0.01183	0.0683	0.79387	2	5050.64837	1115	1573.43526	8	62194.09819	345
CotColor	ss715578704	phavu.Chr02	20362413	5.27288	0.00526	0.0073	9.9326	0.00167	0.61656	0.4325	2	8236.37319	1117	1562.02654	8	63970.55092	32
CotColor	ss715578705	phavu.Chr02	20384801	2.88206	0.05644	0.004	5.72382	0.0169	0.04517	0.83173	2	4524.20264	1119	1569.78213	8	62958.44344	352
CotColor	ss715578708	phavu.Chr02	20440348	3.07978	0.04636	0.00429	3.43691	0.06402	2.71735	0.09954	2	4830.97619	1115	1568.61301	8	63078.48287	211
CotColor	ss715578718	phavu.Chr02	20785378	1.73622	0.17666	0.00242	3.39573	0.06563	0.07949	0.77804	2	2731.04742	1119	1572.98705	8	62510.15464	7
CotColor	ss715578723	phavu.Chr02	20892406	7.04241	9.134E-4	0.00975	14.04686	1.8744E-4	0.04991	0.82327	2	10985.68684	1116	1559.93303	8	64205.96293	406
CotColor	ss715578732	phavu.Chr02	21336814	0.42962	0.65086	6.0406E-4	0.81451	0.36698	0.04543	0.83126	2	678.98446	1113	1580.42863	8	61130.26	1
CotColor	ss715578735	phavu.Chr02	21453879	5.21268	0.00558	0.00725	10.17259	0.00147	0.25952	0.61055	2	8163.22474	1115	1566.03243	8	63266.95532	34
CotColor	ss715578739	phavu.Chr02	21705175	1.89756	0.15042	0.00267	3.30751	0.06923	0.48914	0.48446	2	2981.20567	1103	1571.07494	8	62065.79288	5
CotColor	ss715578745	phavu.Chr02	21992016	5.28375	0.0052	0.00733	10.32091	0.00135	0.25349	0.61473	2	8273.55286	1117	1565.8475	8	63358.96486	35
CotColor	ss715578751	phavu.Chr02	22123142	2.51496	0.08132	0.00352	5.00936	0.02541	0.02493	0.87457	2	3960.46296	1116	1574.76202	8	61995.12395	375
CotColor	ss715578756	phavu.Chr02	22279847	4.63648	0.00988	0.00642	8.78683	0.0031	0.49014	0.48401	2	7255.63555	1119	1564.90021	8	63641.30167	31
CotColor	ss715578758	phavu.Chr02	22338107	0.44468	0.64115	6.2036E-4	0.73824	0.39041	0.15167	0.69702	2	701.08232	1119	1576.61523	8	62002.66336	3
CotColor	ss715578759	phavu.Chr02	22369413	0.83365	0.36142	5.8933E-4	0.83365	0.36142	NaN	NaN	1	1320.5318	1111	1584.02696	7	68695.68106	3
CotColor	ss715578762	phavu.Chr02	22425345	0.42894	0.6513	6.0253E-4	0.81345	0.3673	0.04513	0.8318	2	677.43246	1113	1579.30429	8	61355.79265	1
CotColor	ss715578764	phavu.Chr02	22446750	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	1120	1575.31485	6	82342.41402	0
CotColor	ss715578766	phavu.Chr02	22584903	4.19793	0.01527	0.00588	7.66336	0.00573	0.73434	0.39167	2	6602.68606	1112	1572.84259	8	62138.29982	23
CotColor	ss715578774	phavu.Chr02	22792138	4.07942	0.01717	0.00566	7.80348	0.0053	0.35982	0.54873	2	6394.44662	1118	1567.49008	8	63222.93761	28
CotColor	ss715578779	phavu.Chr02	22962093	4.56563	0.0106	0.00636	7.57842	0.006	1.54911	0.21353	2	7165.86257	1115	1569.52461	8	62762.43599	22
CotColor	ss715578781	phavu.Chr02	23041534	4.81106	0.00831	0.00666	8.67055	0.0033	0.95194	0.32944	2	7526.50001	1119	1564.41609	8	63709.01778	30
CotColor	ss715578782	phavu.Chr02	23147121	0.64787	0.52336	9.0897E-4	1.26048	0.2618	0.03635	0.84883	2	1023.20607	1115	1579.34161	8	61296.95054	4
CotColor	ss715578786	phavu.Chr02	23246736	9.67485	0.00192	0.00671	9.67485	0.00192	NaN	NaN	1	15137.39165	1118	1564.61225	7	72490.46028	46
CotColor	ss715578789	phavu.Chr02	23391913	0.81379	0.3672	5.6718E-4	0.81379	0.3672	NaN	NaN	1	1281.97811	1120	1575.31485	7	70843.01719	1
CotColor	ss715578793	phavu.Chr02	23561948	0.81291	0.36745	5.6758E-4	0.81291	0.36745	NaN	NaN	1	1281.68636	1119	1576.66112	7	70555.08285	1
CotColor	ss715578797	phavu.Chr02	23814920	0.81379	0.3672	5.6718E-4	0.81379	0.3672	NaN	NaN	1	1281.97811	1120	1575.31485	7	70843.01719	1
CotColor	ss715578798	phavu.Chr02	23904568	4.1494	0.01602	0.00576	7.77378	0.00539	0.5283	0.46747	2	6504.52371	1118	1567.58178	8	63201.61763	36
CotColor	ss715578804	phavu.Chr02	24154959	4.35044	0.01312	0.00606	8.6036	0.00342	0.10419	0.74692	2	6819.09844	1114	1567.45011	8	63083.54239	37
CotColor	ss715578809	phavu.Chr02	24297264	1.93894	0.14434	0.00272	0.07178	0.78881	3.80591	0.05132	2	3050.75602	1111	1573.41826	8	62123.88596	3
CotColor	ss715578823	phavu.Chr02	24565748	2.43331	0.08821	0.00343	3.18128	0.07476	1.68339	0.19474	2	3841.82419	1111	1578.84647	8	61065.76185	19
CotColor	ss715578824	phavu.Chr02	24611011	2.29061	0.10168	0.00323	3.6325	0.05692	0.94888	0.33022	2	3621.46781	1111	1581.00715	8	60967.76228	27
CotColor	ss715578825	phavu.Chr02	24643305	0.60274	0.54749	8.4063E-4	0.47845	0.48927	0.72714	0.394	2	950.01393	1119	1576.17031	8	62064.89626	2
CotColor	ss715578828	phavu.Chr02	24685926	0.42707	0.65252	5.9733E-4	0.80803	0.3689	0.0468	0.82876	2	673.3208	1116	1576.60282	8	61868.43491	1
CotColor	ss715578829	phavu.Chr02	24729115	1.15148	0.28347	8.023E-4	1.15148	0.28347	NaN	NaN	1	1813.39744	1120	1574.84037	7	70918.93424	1
CotColor	ss715578831	phavu.Chr02	24816261	0.8121	0.3677	5.6578E-4	0.8121	0.3677	NaN	NaN	1	1277.36041	1119	1572.91832	7	71084.31897	1
CotColor	ss715578835	phavu.Chr02	25019562	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	1121	1575.05317	6	82436.52371	0
CotColor	ss715578837	phavu.Chr02	25114399	0.81379	0.3672	5.6718E-4	0.81379	0.3672	NaN	NaN	1	1281.97811	1120	1575.31485	7	70843.01719	1
CotColor	ss715578840	phavu.Chr02	25311369	2.38881	0.09221	0.00335	2.06369	0.15113	2.71075	0.09996	2	3766.20986	1113	1576.60778	8	61532.07298	16
CotColor	ss715578843	phavu.Chr02	25358507	1.15148	0.28347	8.023E-4	1.15148	0.28347	NaN	NaN	1	1813.39744	1120	1574.84037	7	70918.93424	1
CotColor	ss715578844	phavu.Chr02	25390596	1.14941	0.2839	8.0135E-4	1.14941	0.2839	NaN	NaN	1	1809.90873	1119	1574.64499	7	70933.91628	1
CotColor	ss715578846	phavu.Chr02	25465382	1.14223	0.31949	0.00163	0.06802	0.79429	2.21637	0.13684	2	1802.10618	1091	1577.70693	8	60543.69106	8
CotColor	ss715578851	phavu.Chr02	25626349	19.38237	5.3118E-9	0.02624	38.18314	9.0098E-10	0.59542	0.44049	2	29571.87414	1116	1525.71021	8	68907.55633	75
CotColor	ss715578852	phavu.Chr02	25675205	0.81109	0.36799	5.6604E-4	0.81109	0.36799	NaN	NaN	1	1275.67763	1117	1572.78468	7	70984.6111	1
CotColor	ss715578853	phavu.Chr02	25703053	0.0147	0.90351	1.0255E-5	0.0147	0.90351	NaN	NaN	1	23.1782	1120	1576.43878	7	70663.18863	2
CotColor	ss715578855	phavu.Chr02	25794724	2.31637	0.0991	0.00322	3.68513	0.05515	0.94778	0.3305	2	3639.85248	1119	1571.36274	8	62737.3559	30
CotColor	ss715578857	phavu.Chr02	25854967	5.77836	0.01639	0.00404	5.77836	0.01639	NaN	NaN	1	9095.36239	1115	1574.03948	7	70643.23432	30
CotColor	ss715578859	phavu.Chr02	25928596	0.34352	0.55792	2.3952E-4	0.34352	0.55792	NaN	NaN	1	541.37599	1120	1575.9761	7	70737.21689	42
CotColor	ss715578861	phavu.Chr02	25952266	3.34134	0.03574	0.00467	6.33412	0.01198	0.35223	0.55297	2	5258.64114	1114	1573.81421	8	62159.86884	34
CotColor	ss715578863	phavu.Chr02	26041050	1.75954	0.1726	0.00247	3.40759	0.06516	0.1142	0.73547	2	2777.37355	1112	1578.46436	8	61242.36649	27
CotColor	ss715578866	phavu.Chr02	26100753	2.04311	0.13011	0.00286	3.54424	0.06001	0.54343	0.46117	2	3217.31362	1115	1574.71555	8	62005.14975	29
CotColor	ss715578871	phavu.Chr02	26204557	0.40992	0.52214	2.858E-4	0.40992	0.52214	NaN	NaN	1	645.98963	1120	1575.88269	7	70752.1617	8
CotColor	ss715578875	phavu.Chr02	26305441	0.81379	0.3672	5.6718E-4	0.81379	0.3672	NaN	NaN	1	1281.97811	1120	1575.31485	7	70843.01719	1
CotColor	ss715578877	phavu.Chr02	26329021	0.98073	0.37536	0.00137	0.30886	0.57849	1.65242	0.1989	2	1545.38866	1118	1575.75268	8	62119.21777	1
CotColor	ss715578883	phavu.Chr02	26561841	1.14088	0.2857	7.948E-4	1.14088	0.2857	NaN	NaN	1	1794.42615	1119	1572.83758	7	71099.32335	1
CotColor	ss715578886	phavu.Chr02	26607449	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	1121	1575.05317	6	82436.52371	0
CotColor	ss715578888	phavu.Chr02	26639178	2.94561	0.05298	0.00413	4.10871	0.0429	1.77963	0.18247	2	4632.77539	1113	1572.77176	8	61935.39096	21
CotColor	ss715578890	phavu.Chr02	26704049	1.88274	0.1703	0.00131	1.88274	0.1703	NaN	NaN	1	2963.07608	1120	1573.81387	7	71083.17405	2
CotColor	ss715578891	phavu.Chr02	26747534	2.93178	0.05371	0.0041	4.89176	0.02719	0.97191	0.32442	2	4615.03015	1114	1574.14127	8	62062.9298	28
CotColor	ss715578893	phavu.Chr02	26824346	2.8036	0.06102	0.00391	5.50236	0.01916	0.10921	0.7411	2	4407.97451	1117	1572.25737	8	62504.89731	34
CotColor	ss715578896	phavu.Chr02	26926537	2.99383	0.0505	0.00416	5.49363	0.01926	0.4965	0.48119	2	4698.72711	1119	1569.4702	8	63002.07456	34
CotColor	ss715578898	phavu.Chr02	27034164	1.91692	0.16648	0.00135	1.91692	0.16648	NaN	NaN	1	3023.02631	1108	1577.0243	7	69980.85343	2
CotColor	ss715578900	phavu.Chr02	27098957	9.29256	9.9425E-5	0.01281	18.03664	2.347E-5	0.55565	0.45618	2	14444.92754	1117	1554.46128	8	64967.11263	354
